word1,word2,gpt-4_response,gpt4_rating
assume,believe,8,8
bump,crash,7,7
scare,laugh,3,3
plead,help,4,4
excel,lead,7,7
confuse,blur,7,7
teach,explain,8,8
take,vacate,3,3
reap,jump,2,2
need,use,5,5
return,arrive,7,7
slurp,swallow,7,7
design,award,3,3
follow,go,7,7
drown,kill,5,5
forget,deny,4,4
help,refuse,2,2
reach,strive,7,7
tread,float,3,3
destroy,hurt,6,6
catch,find,7,7
sell,suggest,3,3
talk,announce,7,7
deposit,slip,2,2
play,set,3,3
renounce,insult,3,3
irritate,rub,4,4
tease,hurt,5,5
perish,starve,7,7
attach,fix,7,7
squeal,jerk,2,2
exist,perish,3,3
flow,go,4,4
leave,shun,7,7
forget,think,4,4
disprove,deny,7,7
engage,meet,5,5
lower,diminish,8,8
tread,move,5,5
learn,retain,5,5
clarify,repeat,4,4
retreat,escape,7,7
urge,recommend,7,7
do,obey,8,8
feel,taste,4,4
graze,roam,6,6
annoy,disgust,5,5
invent,originate,8,8
use,waste,3,3
pardon,grant,6,6
wash,fade,3,3
transplant,change,4,4
mend,repair,9,9
convince,win,4,4
wash,spray,4,4
collect,organize,7,7
hit,crash,7,7
repress,shut,5,5
smash,shatter,9,9
fly,flee,7,7
choose,determine,7,7
receive,accept,8,8
evacuate,remove,7,7
wear,remove,3,3
give,unload,4,4
lie,justify,4,4
shoot,hurt,5,5
squeeze,cuddle,7,7
croak,cough,5,5
stand,rise,7,7
scold,blame,7,7
laugh,hoot,5,5
steal,give,2,2
rub,feel,5,5
enjoy,amuse,6,6
gather,obtain,7,7
hate,adore,2,2
carry,help,4,4
accuse,insult,5,5
frustrate,discourage,8,8
dare,accept,4,4
bumble,fall,3,3
play,fight,4,4
sew,attach,7,7
hold,touch,7,7
fade,disintegrate,7,7
strain,release,3,3
organize,fix,5,5
blend,combine,8,8
hike,hitch,2,2
attract,catch,4,4
taste,try,4,4
wait,sit,4,4
wag,wiggle,8,8
rob,destroy,3,3
accomplish,conquer,7,7
toss,flip,8,8
meet,visit,7,7
reject,condemn,7,7
protect,hide,5,5
shun,disown,8,8
bend,angle,7,7
rebel,obey,2,2
discuss,explain,7,7
mix,dissolve,5,5
burn,crash,3,3
release,obtain,3,3
adjourn,start,2,2
pour,drain,4,4
disperse,collect,3,3
disappear,remove,7,7
avoid,reject,7,7
walk,shuffle,7,7
doubt,know,3,3
strive,want,7,7
defeat,fail,8,8
speak,acknowledge,3,3
get,go,5,5
gather,compose,4,4
sway,swoon,4,4
reel,turn,5,5
inquire,think,5,5
think,recall,5,5
leave,detach,7,7
scream,kick,3,3
aim,look,4,4
listen,concentrate,6,6
like,disgust,2,2
desire,hope,7,7
practice,dance,4,4
drip,spill,7,7
deliver,get,5,5
holler,call,8,8
fly,drive,5,5
fill,dig,3,3
mend,bend,4,4
raise,ascend,8,8
hurt,pluck,2,2
change,renounce,4,4
control,steer,7,7
start,develop,5,5
allow,reject,2,2
dislike,discourage,4,4
believe,think,8,8
accomplish,become,4,4
give,allow,7,7
separate,join,2,2
embarrass,flutter,2,2
select,elect,4,4
write,say,7,7
dismiss,allow,3,3
call,listen,4,4
go,pause,3,3
advise,inform,7,7
sneak,scare,3,3
hear,whisper,4,4
teach,give,4,4
urge,hurry,5,5
reach,achieve,7,7
sweat,relax,2,2
come,join,7,7
fight,hate,4,4
lie,rationalize,4,4
be,do,5,5
lick,dip,4,4
loosen,relax,7,7
flex,lift,4,4
learn,confuse,2,2
perceive,assume,5,5
stop,drive,3,3
seize,catch,8,8
receive,earn,5,5
disperse,release,6,6
put,hang,4,4
repress,forbid,6,6
sway,bend,6,6
scare,cry,4,4
attack,seize,7,7
hold,pause,5,5
fail,triumph,2,2
overcome,beat,8,8
shun,hide,5,5
sell,disown,4,4
bite,fight,4,4
relax,rub,3,3
disintegrate,demolish,8,8
prove,explain,7,7
bite,attack,7,7
enrage,engage,2,2
advise,notify,5,5
scream,hoot,4,4
steal,keep,2,2
attack,engage,5,5
frustrate,disappoint,7,7
help,prepare,5,5
borrow,keep,4,4
disallow,reject,8,8
lose,obtain,3,3
grow,rise,7,7
fail,fall,3,3
create,do,5,5
disperse,gather,2,2
throw,overpower,3,3
disintegrate,erode,8,8
grate,annoy,4,4
run,strive,7,7
believe,agree,7,7
frustrate,overwhelm,7,7
concern,dismay,7,7
claim,accuse,7,7
scratch,pick,5,5
perish,dissolve,5,5
hear,talk,4,4
address,talk,4,4
be,live,5,5
accept,like,5,5
join,add,7,7
associate,know,5,5
hate,annihilate,4,4
predict,determine,7,7
catch,grab,8,8
attempt,do,7,7
dash,walk,4,4
rip,fold,4,4
direct,aim,5,5
refrain,wait,7,7
pick,analyze,4,4
remove,release,7,7
wipe,rub,7,7
beat,strike,9,9
decompose,disintegrate,9,9
die,grow,2,2
find,escape,3,3
search,strip,2,2
hit,throw,5,5
reproduce,recycle,3,3
release,squeeze,3,3
diminish,increase,2,2
examine,see,7,7
throw,aim,5,5
get,buy,7,7
toast,cook,3,3
climb,rise,7,7
search,examine,7,7
return,recycle,3,3
disprove,hate,2,2
rearrange,scramble,7,7
engage,fight,5,5
have,earn,5,5
restore,receive,3,3
depart,fly,7,7
earn,pay,5,5
nag,yell,5,5
get,keep,4,4
condemn,renounce,7,7
slice,chop,8,8
sting,burn,7,7
borrow,dig,2,2
bend,move,5,5
degrade,criticize,7,7
deteriorate,fall,4,4
pull,shove,7,7
whistle,hoot,7,7
suppose,predict,7,7
disown,ban,4,4
drench,quench,4,4
disappear,decompose,3,3
worry,waste,2,2
write,talk,5,5
sue,pay,2,2
laugh,cough,4,4
justify,believe,5,5
kidnap,snatch,8,8
grind,chop,7,7
earn,yearn,4,4
waste,disintegrate,4,4
separate,organize,4,4
upset,overwhelm,5,5
start,create,7,7
create,decorate,5,5
add,build,7,7
protect,hurt,2,2
forgive,excuse,8,8
prosper,fail,2,2
defeat,overwhelm,7,7
find,attract,4,4
think,talk,5,5
cheat,win,4,4
attend,help,5,5
mistreat,hit,5,5
grant,aid,8,8
discourage,beat,3,3
persuade,control,4,4
overcome,try,4,4
boom,hum,3,3
tear,remove,4,4
incline,press,3,3
clarify,help,5,5
determine,try,5,5
rescue,find,5,5
urge,tell,5,5
acknowledge,perceive,5,5
pause,reflect,5,5
overcome,fail,3,3
practice,do,5,5
do,forbid,3,3
surprise,celebrate,4,4
treat,surprise,5,5
earn,respect,4,4
finish,do,5,5
remember,learn,7,7
kill,punish,5,5
call,need,3,3
break,erode,7,7
accept,forgive,7,7
yearn,ache,8,8
understand,evaluate,5,5
touch,hug,7,7
grasp,release,3,3
deny,repress,7,7
hate,damn,3,3
hesitate,go,2,2
break,build,3,3
wear,use,7,7
accept,give,4,4
block,stop,7,7
wander,leave,5,5
keep,hide,5,5
spawn,reproduce,8,8
tow,follow,5,5
replace,add,4,4
accelerate,go,5,5
yell,speak,5,5
dismay,worry,7,7
solve,discover,7,7
give,retain,2,2
reject,leave,5,5
warn,forbid,7,7
connect,combine,7,7
decompose,degrade,7,7
hurt,degrade,4,4
request,reply,4,4
drive,drink,2,2
hate,swear,2,2
attack,capture,7,7
request,beg,7,7
want,claim,3,3
stay,roam,4,4
lose,get,3,3
leave,veer,4,4
steal,usurp,7,7
run,bound,7,7
sit,comfort,4,4
dissolve,fade,7,7
do,command,7,7
search,lose,2,2
whisper,tell,7,7
pluck,duck,1,1
recommend,guess,3,3
produce,stamp,2,2
bound,correct,2,2
blush,obey,1,1
presume,strain,2,2
read,exchange,2,2
sew,convince,0 (not at all similar),0
teach,graduate,3,3
hide,swim,2,2
acquire,tear,1,1
inhale,glide,2,2
leap,struggle,3,3
assume,tumble,1,1
clench,aid,1,1
ask,attempt,4,4
graduate,relax,1,1
appear,command,2,2
drip,adore,0 (not at all similar),0
glide,please,1,1
allow,erode,2,2
confess,aggravate,2,2
miss,cook,1,1
inquire,pull,2,2
scold,kneel,1,1
sow,find,2,2
refuse,flex,2,2
press,compound,2,2
fade,rescue,2,2
perish,sob,2,2
remind,graduate,2,2
educate,pray,2,2
lower,bumble,0 (not at all similar),0
hop,gamble,3,3
remember,gain,2,2
mean,ascend,1,1
drip,urge,2,2
stink,define,1,1
kill,foil,2,2
stumble,freeze,3,3
appear,blush,2,2
carry,guess,1,1
read,bite,2,2
gamble,hug,1,1
gain,operate,2,2
breathe,slice,1,1
weave,guess,1,1
shrink,snore,1,1
hang,complain,2,2
yield,aid,3,3
wipe,lead,1,1
accumulate,toss,2,2
evaluate,sway,2,2
despise,charge,1,1
bake,understand,0 (not at all similar),0
beg,spread,1,1
tie,scratch,1,1
lend,sting,1,1
hope,design,2,2
amaze,separate,1,1
suspect,turn,1,1
speak,deny,3,3
fling,diminish,2,2
shut,find,2,2
drift,slurp,2,2
marry,adjourn,1,1
convince,slither,0 (not at all similar),0
smoke,forgive,0 (not at all similar),0
fly,cuddle,1,1
drench,reduce,2,2
admire,hop,1,1
shoot,inspect,2,2
prohibit,hide,3,3
bleach,acknowledge,0 (not at all similar),0
discourage,finish,3,3
collect,please,1,1
move,humiliate,1,1
prohibit,glare,1,1
update,tear,1,1
drink,raise,1,1
swoon,reply,1,1
drive,breed,2,2
print,ignore,1,1
polish,inform,1,1
attend,argue,3,3
mix,buy,2,2
flush,suppose,0 (not at all similar),0
visit,giggle,1,1
guess,prepare,2,2
aid,announce,2,2
wrap,swap,2,2
buzz,sew,1,1
cry,cheat,2,2
pinch,drive,2,2
skip,dislike,2,2
mow,dare,0 (not at all similar),0
explain,mow,0 (not at all similar),0
obey,permit,3,3
enter,kick,2,2
demand,suck,1,1
replace,explain,3,3
lounge,freeze,1,1
inhale,feed,3,3
crunch,permit,0 (not at all similar),0
disappear,earn,1,1
say,poise,1,1
deteriorate,wipe,2,2
prick,splash,2,2
spray,attempt,1,1
fold,request,1,1
release,diminish,3,3
haunt,define,2,2
clarify,worry,2,2
defeat,trim,2,2
wander,change,3,3
rebel,seek,2,2
avoid,spray,1,1
correct,disintegrate,0 (not at all similar),0
disbelieve,travel,1,1
boom,obtain,2,2
listen,seek,3,3
refuse,slide,1,1
foil,strain,2,2
fold,inform,1,1
print,rip,2,2
hear,pretend,2,2
embrace,make,3,3
announce,crush,1,1
educate,barter,1,1
fit,integrate,5,5
enjoy,start,2,2
squeeze,dash,2,2
lead,confuse,2,2
fail,rely,3,3
nag,roam,2,2
smell,remove,1,1
upset,deteriorate,3,3
set,swim,2,2
attack,disgust,2,2
return,clarify,2,2
depend,forbid,2,2
throw,adjourn,2,2
chase,giggle,2,2
taste,rearrange,0 (not at all similar),0
integrate,erode,2,2
roam,draw,2,2
awake,kneel,1,1
develop,search,3,3
erupt,write,1,1
grasp,deposit,2,2
despise,prove,1,1
calculate,sneak,0 (not at all similar),0
offend,loosen,1,1
solve,lend,2,2
flip,scribble,2,2
swallow,rip,2,2
guess,jump,2,2
excel,loosen,0 (not at all similar),0
tap,abduct,0 (not at all similar),0
dare,acknowledge,2,2
interrupt,push,4,4
choke,succeed,2,2
cook,lose,1,1
wait,decay,2,2
squeak,guess,0 (not at all similar),0
tie,become,1,1
dare,reap,2,2
laugh,try,2,2
survive,heal,6,6
appear,evacuate,1,1
annihilate,flee,2,2
recruit,stretch,1,1
recall,wake,2,2
admit,chew,1,1
notify,pluck,0 (not at all similar),0
compete,triumph,5,5
bend,decide,2,2
erode,doubt,2,2
blur,rush,4,4
survive,flush,0 (not at all similar),0
dissolve,adore,1,1
attend,lift,2,2
realize,inquire,3,3
hope,drive,3,3
travel,determine,2,2
angle,toss,2,2
wait,disprove,1,1
dip,want,1,1
hop,knit,1,1
integrate,gather,5,5
reserve,reel,2,2
gain,croak,1,1
lower,walk,1,1
walk,refuse,0 (not at all similar),0
dip,teach,2,2
humiliate,comfort,1,1
hesitate,announce,3,3
pour,awake,0 (not at all similar),0
hug,discuss,2,2
kill,splash,1,1
perspire,enter,0 (not at all similar),0
drown,survive,2,2
kneel,flow,1,1
sprinkle,obtain,1,1
swear,foil,1,1
allow,blend,1,1
grill,leap,1,1
create,dive,1,1
damn,imitate,0 (not at all similar),0
attempt,yawn,1,1
understand,burst,1,1
break,reply,2,2
look,heal,2,2
sing,float,2,2
shove,scribble,2,2
suppose,degrade,0 (not at all similar),0
correct,acknowledge,3,3
determine,deny,3,3
forbid,drown,2,2
flee,aim,2,2
discover,pay,2,2
shake,collect,2,2
salute,perform,4,4
bound,pick,2,2
vomit,discover,0 (not at all similar),0
worry,integrate,0 (not at all similar),0
save,imitate,2,2
launch,deposit,2,2
bake,produce,3,3
release,triumph,3,3
enjoy,wait,2,2
regret,fold,0 (not at all similar),0
integrate,drown,1,1
disallow,bend,1,1
shove,leap,4,4
lounge,reprimand,1,1
finish,bless,2,2
examine,reject,3,3
please,know,2,2
deteriorate,delay,3,3
stay,flee,2,2
complain,disown,2,2
judge,comprehend,3,3
portray,reap,2,2
separate,snatch,1,1
flow,explain,2,2
engage,supply,3,3
cruise,overflow,2,2
shut,vomit,1,1
promise,choose,3,3
scratch,repair,4,4
yearn,hike,2,2
hurt,salute,1,1
blame,travel,1,1
comprehend,remain,1,1
despise,taste,2,2
live,lend,2,2
freeze,embarrass,2,2
snooze,happen,2,2
slip,kiss,2,2
snuggle,knock,1,1
dislike,intoxicate,1,1
reap,recycle,3,3
stare,bother,3,3
repeat,slap,1,1
scribble,prick,2,2
belong,intoxicate,0 (not at all similar),0
discourage,overflow,1,1
haul,stab,2,2
separate,teach,1,1
snatch,stop,3,3
inquire,renounce,2,2
agree,overflow,0 (not at all similar),0
ride,smash,2,2
repress,search,2,2
mistreat,hold,2,2
connect,talk,5,5
purchase,wait,2,2
push,adjourn,2,2
sew,crave,0 (not at all similar),0
develop,sue,1,1
speak,tote,1,1
supply,hold,3,3
hesitate,rebel,2,2
overwhelm,restore,2,2
mistreat,scramble,1,1
practice,debate,3,3
look,assault,1,1
doze,throw,2,2
mean,join,1,1
grasp,spray,2,2
weep,notify,1,1
calculate,concentrate,3,3
operate,entertain,3,3
unite,guess,1,1
update,pick,2,2
travel,perform,2,2
catch,frustrate,3,3
assault,enrage,3,3
deposit,prosecute,1,1
decide,remove,3,3
irritate,guess,1,1
integrate,wiggle,1,1
happen,hide,2,2
overcome,keep,3,3
evacuate,determine,2,2
attract,bite,2,2
forbid,pull,2,2
magnify,drip,1,1
comprehend,testify,2,2
return,ridicule,1,1
overflow,kiss,0 (not at all similar),0
bite,ask,1,1
observe,vanish,1,1
review,agree,3,3
mix,learn,2,2
drink,realize,0 (not at all similar),0
criticize,slice,1,1
hug,dismay,1,1
discover,count,2,2
have,own,8,8
own,possess,9,9
have,possess,9,9
possess,decorate,2,2
register,verify,5,5
verify,certify,8,8
imitate,impersonate,8,8
capture,imitate,3,3
invite,encourage,6,6
encourage,boost,7,7
promote,advance,8,8
invite,travel,2,2
misspend,pass,3,3
pass,serve,3,3
pass,misspend,3,3
serve,sing,2,2
apply,use,7,7
exploit,use,8,8
apply,exploit,3,3
return,apply,3,3
avoid,invalidate,4,4
nullify,avoid,6,6
invalidate,nullify,9,9
avoid,demolish,3,3
engage,involve,8,8
involve,include,8,8
include,engage,4,4
involve,speak,3,3
spawn,pup,4,4
spawn,litter,5,5
pup,litter,4,4
spawn,exploit,2,2
overcome,exceed,7,7
overcome,surpass,7,7
surpass,outnumber,4,4
exceed,whisper,1,1
count,matter,3,3
count,drive,2,2
assume,adopt,5,5
adopt,wash,2,2
gamble,bet,9,9
gamble,risk,8,8
bet,risk,8,8
bet,hug,1,1
yield,submit,8,8
submit,bow,4,4
yield,capitulate,8,8
bow,erupt,1,1
incline,dispose,4,4
dispose,bias,2,2
bias,incline,4,4
dispose,build,3,3
tackle,handle,7,7
face,approach,2,2
handle,approach,5,5
approach,promise,3,3
secure,insure,5,5
insure,ensure,7,7
ensure,secure,7,7
secure,survive,4,4
release,discharge,8,8
release,acquit,7,7
discharge,free,5,5
discharge,roam,2,2
retire,retreat,5,5
retire,withdraw,8,8
withdraw,retreat,8,8
retire,fail,3,3
deal,cope,5,5
cope,manage,8,8
deal,manage,5,5
manage,slide,1,1
care,worry,8,8
care,mind,4,4
mind,worry,4,4
care,remain,2,2
bargain,settle,5,5
settle,concur,4,4
bargain,concur,1,1
settle,testify,3,3
attempt,intend,6,6
intend,try,7,7
intend,remind,3,3
commit,dedicate,7,7
commit,devote,8,8
devote,dedicate,9,9
commit,explode,2,2
reduce,restrict,7,7
restrict,limit,9,9
limit,reduce,7,7
restrict,dance,1,1
work,participate,5,5
work,collaborate,7,7
cooperate,collaborate,9,9
work,disappear,1,1
refrain,abstain,8,8
abstain,forbear,9,9
refrain,forbear,9,9
abstain,fade,2,2
allow,approve,8,8
permit,approve,8,8
approve,change,3,3
control,enforce,5,5
control,impose,4,4
enforce,impose,8,8
impose,cheat,2,2
rebel,protest,6,6
collaborate,conspire,7,7
conspire,protest,4,4
protest,release,3,3
