word,gpt-4_response,gpt4_rating
japan,2,2.0
jar,4,4.0
jargon,3,3.0
jasmine,3,3.0
jaunty,4,4.0
Java,2 (slightly iconic),2.0
javelin,4,4.0
jaw,5,5.0
jawbone,4,4.0
jay,3,3.0
jaywalk,4,4.0
jazz,4,4.0
jazzy,5,5.0
jealous,3,3.0
jealousy,3,3.0
jean,2,2.0
Jeans,2,2.0
Jeep,3,3.0
jeer,5,5.0
jello,5,5.0
jelly,5,5.0
jeopardize,3,3.0
jeopardy,3,3.0
jerk,5,5.0
jerky,5,5.0
jersey,2,2.0
jester,4,4.0
jet,5,5.0
jewel,4,4.0
jeweler,3,3.0
jewelry,2,2.0
jiffy,5,5.0
jig,5,5.0
jiggle,6,6.0
jigsaw,4,4.0
jingle,6,6.0
jinx,4,4.0
jitter,6,6.0
jittery,6,6.0
jive,4,4.0
job,2,2.0
jobless,4,4.0
jock,3,3.0
jockey,3,3.0
jog,5,5.0
jogger,4,4.0
join,3,3.0
joint,4,4.0
joke,4,4.0
joker,4,4.0
jollify,4,4.0
jolly,5,5.0
jolt,6,6.0
jot,4,4.0
journal,2,2.0
journey,4,4.0
joust,4,4.0
joviality,3,3.0
jowl,4,4.0
joy,5,5.0
joyful,4,4.0
joyous,4,4.0
joyride,4,4.0
joystick,5,5.0
jubilee,4,4.0
judge,3,3.0
judgment,3,3.0
judgmental,3,3.0
judicative,2,2.0
judicial,2,2.0
judicious,2,2.0
jug,4,4.0
juggle,5,5.0
juggler,4,4.0
jugular,3,3.0
juice,4,4.0
juicy,6,6.0
juju,4,4.0
jukebox,4,4.0
July,2,2.0
jumble,5,5.0
jumbo,5,5.0
jump,5,5.0
jumper,4,4.0
jumpy,6,6.0
junction,3,3.0
juncture,2,2.0
June,2,2.0
jungle,4,4.0
junior,3,3.0
juniper,3,3.0
junk,5,5.0
junkie,4,4.0
junky,5,5.0
jurisdiction,2,2.0
juror,2,2.0
jury,2,2.0
just,2,2.0
justice,3,3.0
justifiable,3,3.0
justification,2,2.0
justify,3,3.0
justly,3,3.0
jut,4,4.0
juvenile,3,3.0
kale,3,3.0
kaleidoscope,3,3.0
kamikaze,4,4.0
kangaroo,3,3.0
kappa,3 (moderately iconic),3.0
karaoke,3,3.0
karate,4,4.0
karma,3,3.0
kayak,4,4.0
kazoo,4,4.0
kebab,4,4.0
keel,3,3.0
keen,3,3.0
keep,3,3.0
keeper,3,3.0
keeping,3,3.0
keepsake,3,3.0
keg,4,4.0
kelp,4,4.0
kennel,3,3.0
kept,2,2.0
kerchief,3,3.0
kernel,3,3.0
kerosene,3,3.0
ketchup,3,3.0
kettle,3,3.0
Kevlar,3,3.0
key,3,3.0
keyboard,4,4.0
keyhole,4,4.0
keynote,3,3.0
keystone,3,3.0
khaki,3,3.0
kick,5,5.0
kickback,4,4.0
kicker,4,4.0
kickoff,4,4.0
kid,3,3.0
kidnap,4,4.0
kidney,2,2.0
kill,4,4.0
killer,4,4.0
killing,4,4.0
kiln,3,3.0
kilo,2,2.0
kilogram,2,2.0
kilometer,2 (slightly iconic),2.0
kilt,3,3.0
kin,3,3.0
kind,3,3.0
kindle,4,4.0
kindness,3,3.0
kindred,3,3.0
kinetic,4,4.0
king,3,3.0
kingdom,3,3.0
kink,5,5.0
kinky,5,5.0
kinship,3,3.0
kiosk,2,2.0
kirk,2 (slightly iconic),2.0
kiss,5,5.0
kisser,5,5.0
kissy,6,6.0
kit,3,3.0
kitchen,3,3.0
kitchenette,3,3.0
kite,4,4.0
kitten,4,4.0
kitty,5,5.0
kiwi,4,4.0
Kleenex,2,2.0
knack,4,4.0
knead,5,5.0
knee,3,3.0
kneecap,4,4.0
kneel,5,5.0
knew,1 (not at all iconic),1.0
Knickerbocker,2 (slightly iconic),2.0
knickers,3,3.0
knife,3,3.0
knight,3,3.0
knighthood,3,3.0
knit,4,4.0
knitted,3,3.0
knitting,4,4.0
knob,4,4.0
knobby,5,5.0
knock,5,5.0
knocker,4,4.0
knockout,5,5.0
knoll,4,4.0
knot,5,5.0
knotted,4,4.0
know,2,2.0
knowing,4,4.0
knowledge,2,2.0
knowledgeable,3,3.0
known,2,2.0
knuckle,4,4.0
koala,4,4.0
kooky,5,5.0
kudos,2,2.0
kumquat,3,3.0
la,1 (not at all iconic),1.0
la-di-da,4,4.0
la-la,5,5.0
lab,3,3.0
label,3,3.0
labia,4,4.0
laboratory,3,3.0
laborer,3,3.0
lace,4,4.0
laceration,5,5.0
lack,3,3.0
lackey,3,3.0
lacrosse,3,3.0
lactate,4,4.0
lactose,3,3.0
lacy,4,4.0
lad,3,3.0
ladder,3,3.0
laddie,3,3.0
ladle,4,4.0
lady,3,3.0
ladybug,4,4.0
ladylike,4,4.0
lag,4,4.0
lagoon,4,4.0
laid,3,3.0
lair,4,4.0
lake,3,3.0
lamb,3,3.0
lame,4,4.0
lament,4,4.0
lamentation,4,4.0
laminate,3,3.0
lamp,3,3.0
lampshade,3,3.0
lance,4,4.0
land,4,4.0
landed,4,4.0
landing,4,4.0
landlord,4,4.0
landmark,4,4.0
landmine,4,4.0
landscape,4,4.0
landslide,5,5.0
lane,3,3.0
language,2,2.0
languish,4,4.0
lank,3,3.0
lantern,3,3.0
lap,4,4.0
lapel,2,2.0
lapse,4,4.0
larceny,2,2.0
lard,4,4.0
large,3,3.0
lark,3,3.0
larva,4,4.0
laryngitis,2,2.0
lasagna,3,3.0
laser,4,4.0
lash,5,5.0
lass,3,3.0
lasso,5,5.0
last,3,3.0
lasting,4,4.0
latch,4,4.0
late,3,3.0
lately,2,2.0
latent,2,2.0
later,2,2.0
lateral,3,3.0
latest,3,3.0
latex,3,3.0
lather,4,4.0
latitude,2,2.0
latrine,3,3.0
latte,3,3.0
latter,2,2.0
laugh,5,5.0
laughable,4,4.0
laughing,5,5.0
laughter,5,5.0
launch,5,5.0
launcher,4,4.0
laundry,3,3.0
lava,5,5.0
lavatory,3,3.0
lavender,4,4.0
lavish,4,4.0
law,2,2.0
lawful,4,4.0
lawless,4,4.0
lawn,3,3.0
lawsuit,3,3.0
lawyer,2,2.0
laxative,3,3.0
lay,3,3.0
layer,4,4.0
layering,4,4.0
layout,3,3.0
lazy,4,4.0
leach,4,4.0
lead,4,4.0
leader,3,3.0
leading,4,4.0
leaf,4,4.0
leafy,5,5.0
league,2,2.0
leak,6,6.0
leakage,5,5.0
leaky,6,6.0
lean,4,4.0
leaning,4,4.0
leap,5,5.0
leapfrog,4,4.0
learn,3,3.0
learned,3,3.0
learner,3,3.0
learning,3,3.0
lease,2,2.0
leash,4,4.0
least,2,2.0
leather,3,3.0
leathery,5,5.0
leave,3,3.0
leaven,3,3.0
leaves,4,4.0
leaving,3,3.0
lecherous,3,3.0
lecture,3,3.0
lecturer,3,3.0
led,2,2.0
ledge,4,4.0
ledger,2,2.0
leech,5,5.0
leek,3,3.0
leer,4,4.0
left,3,3.0
leg,3,3.0
legacy,3,3.0
legal,2,2.0
legalism,2,2.0
legality,2,2.0
legalize,2 (slightly iconic),2.0
legend,3,3.0
legendary,3,3.0
legendry,3,3.0
legging,4,4.0
legible,3,3.0
legion,3,3.0
legislate,2,2.0
legislation,2,2.0
legislative,2,2.0
legislator,2,2.0
legislature,2,2.0
legit,4,4.0
legitimacy,2,2.0
legitimate,2,2.0
legitimation,2,2.0
legitimatize,2,2.0
legitimist,2,2.0
legitimize,2,2.0
LEGO,2 (slightly iconic),2.0
lei,3,3.0
leisure,3,3.0
leisurely,4,4.0
lemon,4,4.0
lemonade,4,4.0
lend,3,3.0
length,3,3.0
lengthen,4,4.0
lengthy,4,4.0
leniency,3,3.0
lenient,3,3.0
lens,3,3.0
lent,2,2.0
leopard,3,3.0
leotard,3,3.0
leper,3,3.0
leprosy,3,3.0
Lesbian,2,2.0
lesion,3,3.0
less,4,4.0
lessen,4,4.0
lesson,2,2.0
let,2,2.0
lethal,4,4.0
letter,2,2.0
lettuce,2,2.0
leukemia,2,2.0
level,4,4.0
lever,3,3.0
leverage,3,3.0
levitate,4,4.0
levity,3,3.0
lewd,3,3.0
liability,2,2.0
liar,3,3.0
libel,2 (slightly iconic),2.0
libelous,2,2.0
liberal,2,2.0
liberalism,2,2.0
liberality,2,2.0
liberalize,2 (slightly iconic),2.0
liberally,2,2.0
liberate,3,3.0
liberation,3,3.0
libertarian,2,2.0
liberty,2,2.0
libido,3,3.0
librarian,3,3.0
library,2,2.0
lice,3,3.0
licence,2,2.0
license,2,2.0
lick,6,6.0
licking,5,5.0
licorice,3,3.0
lid,4,4.0
lie,3,3.0
lied,3,3.0
liege,2,2.0
lien,2,2.0
lieu,2,2.0
life,3,3.0
lifeboat,4,4.0
lifeguard,4,4.0
lifeless,4,4.0
lifeline,4,4.0
lifer,3,3.0
lifetime,3,3.0
lift,5,5.0
lifted,4,4.0
ligament,3,3.0
light,4,4.0
lighten,4,4.0
lighthouse,4,4.0
lighting,4,4.0
lightness,4,4.0
lightning,5,5.0
likable,4,4.0
like,3,3.0
likelihood,2,2.0
likely,3,3.0
likeness,4,4.0
liking,4,4.0
lilac,4,4.0
lilt,5,5.0
lily,4,4.0
Lily,4,4.0
limb,3,3.0
limber,4,4.0
limbo,4,4.0
lime,4,4.0
limes,3,3.0
limestone,3,3.0
limey,3,3.0
limit,3,3.0
limitation,2,2.0
limitative,3,3.0
limited,3,3.0
limiting,3,3.0
limitless,4,4.0
limo,3,3.0
limousine,2,2.0
limp,5,5.0
line,3,3.0
lineage,3,3.0
linear,3,3.0
linen,2,2.0
liner,3,3.0
linger,4,4.0
lingerie,3,3.0
lingo,4,4.0
linguine,3,3.0
linguist,2,2.0
linguistics,2,2.0
lining,3,3.0
link,4,4.0
linked,4,4.0
linker,3,3.0
links,3,3.0
linoleum,2,2.0
lint,3,3.0
lion,3,3.0
lioness,3,3.0
lip,4,4.0
lipping,3,3.0
lipstick,4,4.0
liquefy,6,6.0
liqueur,4,4.0
liquid,5,5.0
liquidate,3,3.0
liquor,4,4.0
lisp,6,6.0
list,2,2.0
listed,2,2.0
listen,4,4.0
Listerine,2 (slightly iconic),2.0
listing,3,3.0
listless,4,4.0
literacy,2,2.0
literal,2,2.0
literalism,2,2.0
literality,2,2.0
literalize,2,2.0
literary,2,2.0
literate,3,3.0
literature,2,2.0
lithium,2 (slightly iconic),2.0
litigator,2,2.0
litter,4,4.0
little,4,4.0
live,4,4.0
lived,2,2.0
lively,5,5.0
liver,2,2.0
livestock,4,4.0
livid,4,4.0
living,4,4.0
lizard,4,4.0
llama,3,3.0
load,4,4.0
loaded,4,4.0
loader,4,4.0
loaf,3,3.0
loafer,3,3.0
loan,2,2.0
loath,3,3.0
loathe,4,4.0
loathing,5,5.0
loathsome,4,4.0
lob,4,4.0
lobby,3,3.0
lobbyist,2,2.0
lobe,3,3.0
lobotomy,3,3.0
lobster,3,3.0
local,3,3.0
locality,3,3.0
localize,3,3.0
locate,3,3.0
location,3,3.0
loch,3,3.0
lock,4,4.0
locker,3,3.0
locket,3,3.0
lockout,3,3.0
locksmith,3,3.0
lockup,4,4.0
locomotive,3,3.0
locust,4,4.0
lodge,4,4.0
lodged,3,3.0
lodging,3,3.0
loft,4,4.0
lofty,4,4.0
log,4,4.0
logger,3,3.0
logic,2,2.0
logical,3,3.0
logistic,2,2.0
logistics,2,2.0
loin,3,3.0
loiter,4,4.0
loll,5,5.0
lollipop,5,5.0
lone,4,4.0
lonely,4,4.0
loner,5,5.0
lonesome,4,4.0
long,4,4.0
longevity,3,3.0
longing,4,4.0
longitude,2,2.0
look,4,4.0
looker,4,4.0
lookout,4,4.0
loom,4,4.0
looming,5,5.0
loon,4,4.0
loony,5,5.0
loop,5,5.0
loophole,3,3.0
loopy,5,5.0
loose,4,4.0
loosen,4,4.0
loot,4,4.0
lord,3,3.0
lording,4,4.0
lordship,3,3.0
lore,2,2.0
lose,3,3.0
loser,4,4.0
losing,4,4.0
loss,4,4.0
lost,4,4.0
lot,2,2.0
lotion,4,4.0
lottery,3,3.0
lotto,4,4.0
lotus,4,4.0
loud,5,5.0
lounge,4,4.0
lounging,4,4.0
louse,4,4.0
lousy,4,4.0
lovable,4,4.0
love,3,3.0
lovebird,4,4.0
loved,3,3.0
loveless,4,4.0
lovely,4,4.0
lover,4,4.0
lovesick,4,4.0
loving,4,4.0
low,5,5.0
lower,4,4.0
lowly,4,4.0
loyal,3,3.0
loyalist,3,3.0
loyalty,3,3.0
lozenge,2,2.0
lubricant,4,4.0
lubricate,4,4.0
lucid,3,3.0
luck,3,3.0
luckily,3,3.0
luckless,4,4.0
lucky,3,3.0
lucrative,2 (slightly iconic),2.0
ludicrous,3,3.0
lug,5,5.0
luggage,3,3.0
lukewarm,5,5.0
lull,5,5.0
lullaby,5,5.0
lumber,4,4.0
lumbering,5,5.0
lumberjack,4,4.0
luminous,5,5.0
lump,5,5.0
lumpy,6,6.0
lunacy,4,4.0
lunar,3,3.0
lunatic,4,4.0
lunch,3,3.0
luncheon,3,3.0
lunchtime,3,3.0
lung,3,3.0
lunge,5,5.0
lurch,5,5.0
lure,4,4.0
lurk,5,5.0
luscious,5,5.0
lush,4,4.0
lust,4,4.0
lustful,4,4.0
lusty,4,4.0
lute,3,3.0
luxuriant,4,4.0
luxuriate,4,4.0
luxurious,4,4.0
luxury,3,3.0
lye,2,2.0
lying,4,4.0
lymph,2,2.0
lymphoma,2 (slightly iconic),2.0
lynch,2,2.0
lynx,3,3.0
lyric,3,3.0
mac,2 (slightly iconic),2.0
macadamia,2 (slightly iconic),2.0
macarena,3 (moderately iconic),3.0
macaroni,3,3.0
macaroon,3,3.0
mace,4,4.0
machete,4,4.0
machine,3,3.0
machinery,3,3.0
mackerel,3,3.0
mad,4,4.0
madam,3,3.0
made,2,2.0
mademoiselle,2,2.0
madman,4,4.0
madness,4,4.0
maestro,4,4.0
Mafia,3,3.0
magazine,2,2.0
maggot,5,5.0
magic,4,4.0
magical,4,4.0
magician,3,3.0
magma,5,5.0
magnanimous,2,2.0
magnesium,2,2.0
magnet,4,4.0
magnetic,4,4.0
magnetism,4,4.0
magnetize,4,4.0
magnification,3,3.0
magnificence,4,4.0
magnificent,3,3.0
magnify,4,4.0
magnitude,3,3.0
magnolia,3,3.0
magpie,3,3.0
mahogany,3,3.0
maid,3,3.0
maiden,3,3.0
mail,2,2.0
mailbox,3,3.0
mailed,3,3.0
mailing,3,3.0
mailman,4,4.0
maim,4,4.0
main,2,2.0
mainland,3,3.0
mainstream,3,3.0
maintain,2,2.0
maintenance,2,2.0
maize,3,3.0
majestic,4,4.0
majesty,4,4.0
major,2,2.0
majority,2,2.0
make,3,3.0
maker,4,4.0
makeshift,4,4.0
makeup,3,3.0
making,3,3.0
maladjusted,3,3.0
malady,3,3.0
malaria,2,2.0
male,2,2.0
malfunction,4,4.0
malice,3,3.0
malicious,4,4.0
malign,3,3.0
malignant,3,3.0
mall,2,2.0
mallet,4,4.0
malnutrition,3,3.0
malpractice,3,3.0
malt,3,3.0
malty,4,4.0
mama,6,6.0
mambo,5,5.0
mamma,6,6.0
mammal,3,3.0
mammogram,2,2.0
mammoth,4,4.0
man,3,3.0
manacle,3,3.0
manage,2,2.0
manageable,3,3.0
management,2,2.0
manager,2,2.0
managerial,2,2.0
manatee,3,3.0
mandarin,2,2.0
mandate,2,2.0
mandolin,3,3.0
mane,5,5.0
manger,2,2.0
mangle,5,5.0
mango,3,3.0
manhandle,5,5.0
manhole,4,4.0
manhood,4,4.0
mania,4,4.0
maniac,5,5.0
manic,4,4.0
manicotti,2 (slightly iconic),2.0
manicure,3,3.0
manifest,3,3.0
manifestation,3,3.0
manifesto,2,2.0
manipulate,3,3.0
manipulation,3,3.0
manipulative,3,3.0
mankind,3,3.0
manly,4,4.0
manner,2,2.0
mannered,3,3.0
manor,3,3.0
manpower,4,4.0
mansion,3,3.0
manslaughter,3,3.0
mantel,2,2.0
mantis,4,4.0
mantle,3,3.0
manual,2,2.0
manufacture,3,3.0
manure,4,4.0
manuscript,2,2.0
many,2,2.0
map,2,2.0
maple,3,3.0
mar,3,3.0
marathon,4,4.0
marble,3,3.0
march,5,5.0
mare,2,2.0
margarine,2,2.0
Margarita,3,3.0
margin,2,2.0
marginal,3,3.0
marigold,3,3.0
marijuana,3,3.0
marinara,3,3.0
marine,3,3.0
marionette,3,3.0
marital,2,2.0
mark,4,4.0
marked,4,4.0
marker,3,3.0
market,3,3.0
marketable,2,2.0
marketing,2,2.0
marketplace,3,3.0
marking,4,4.0
markup,3,3.0
marlin,4,4.0
marmalade,3,3.0
maroon,3,3.0
marquee,3,3.0
marriage,3,3.0
married,3,3.0
marrow,3,3.0
marry,3,3.0
marsh,4,4.0
marshal,3,3.0
marshmallow,4,4.0
mart,3,3.0
martial,3,3.0
martini,2,2.0
martyr,3,3.0
marvel,4,4.0
marvelous,4,4.0
Marxism,2,2.0
mascara,3,3.0
mascot,3,3.0
masculine,3,3.0
mash,6,6.0
mashed,4,4.0
mask,4,4.0
masked,4,4.0
masochist,2 (slightly iconic),2.0
mason,2,2.0
masquerade,4,4.0
mass,4,4.0
massacre,5,5.0
massage,4,4.0
masseuse,3,3.0
massive,4,4.0
mast,3,3.0
master,4,4.0
masterful,4,4.0
masterly,4,4.0
mastermind,4,4.0
masterpiece,3,3.0
mastery,3,3.0
masturbate,3,3.0
masturbation,3,3.0
mat,4,4.0
match,4,4.0
matchbox,3,3.0
matchless,3,3.0
mate,3,3.0
material,3,3.0
materialism,2,2.0
materialist,2,2.0
materialistic,3,3.0
materialize,4,4.0
maternal,3,3.0
maternity,3,3.0
math,2,2.0
mathematics,2 (slightly iconic),2.0
matrimony,3,3.0
matrix,3,3.0
matron,3,3.0
matted,4,4.0
matter,3,3.0
mattress,2,2.0
mature,3,3.0
maturity,3,3.0
maverick,3,3.0
maxi,3,3.0
maxim,2 (slightly iconic),2.0
maximize,3,3.0
maximum,4,4.0
may,2,2.0
maybe,3,3.0
mayhem,5,5.0
mayo,3,3.0
mayonnaise,2,2.0
mayor,2,2.0
maze,4,4.0
me,2,2.0
meadow,4,4.0
meager,4,4.0
meal,3,3.0
mean,2,2.0
meander,5,5.0
meanie,5,5.0
meaning,3,3.0
meaningful,4,4.0
meaningless,3,3.0
meanness,4,4.0
meant,2,2.0
meantime,2,2.0
measles,3,3.0
measurable,3,3.0
measure,3,3.0
measured,4,4.0
measureless,3,3.0
measurement,2,2.0
meat,4,4.0
meatball,4,4.0
meaty,5,5.0
mechanic,3,3.0
mechanism,3,3.0
medal,3,3.0
medallion,3,3.0
meddlesome,4,4.0
media,2,2.0
median,2,2.0
mediate,3,3.0
medic,4,4.0
medical,3,3.0
medicate,4,4.0
medication,3,3.0
medicinal,3,3.0
medicine,3,3.0
medieval,2,2.0
mediocre,3,3.0
mediocrity,3,3.0
meditate,4,4.0
meditation,3,3.0
meditative,4,4.0
medium,3,3.0
medley,3,3.0
meek,4,4.0
meerkat,3,3.0
meet,3,3.0
meeting,3,3.0
megaphone,4,4.0
melancholy,5,5.0
mellow,5,5.0
melodious,5,5.0
melody,4,4.0
melon,4,4.0
melt,5,5.0
member,2,2.0
membership,2,2.0
membrane,4,4.0
memento,3,3.0
memo,2,2.0
memorabilia,2,2.0
memorable,3,3.0
memorize,3,3.0
memory,3,3.0
men,1 (not at all iconic),1.0
menace,5,5.0
mend,4,4.0
mending,4,4.0
menial,3,3.0
meningitis,2,2.0
menopause,2,2.0
menstrual,2,2.0
mental,3,3.0
mentality,2,2.0
menthol,3,3.0
mention,2,2.0
mentor,3,3.0
menu,1 (not at all iconic),1.0
meow,7 (very iconic),7.0
merchandise,2,2.0
merchant,2,2.0
merciful,3,3.0
merciless,4,4.0
mercy,3,3.0
merely,2,2.0
merengue,3,3.0
merge,4,4.0
merger,4,4.0
merit,2,2.0
mermaid,4,4.0
merry,4,4.0
mesh,5,5.0
mesmerize,5,5.0
mess,5,5.0
message,3,3.0
messenger,3,3.0
Messiah,3,3.0
messy,5,5.0
met,2,2.0
metal,4,4.0
metallic,5,5.0
metamorphose,4,4.0
metaphor,2,2.0
metaphysic,2,2.0
metaphysical,2,2.0
meteor,4,4.0
meteorite,4,4.0
meteorology,2,2.0
meter,3,3.0
meth,2,2.0
methadone,2,2.0
methamphetamine,2 (slightly iconic),2.0
methane,3,3.0
method,2,2.0
methodical,3,3.0
methodology,2,2.0
meticulous,3,3.0
metric,2,2.0
metro,3,3.0
metropolis,3,3.0
metropolitan,2,2.0
mew,6,6.0
mice,3,3.0
microphone,3,3.0
microscope,3,3.0
microsecond,3,3.0
microwave,4,4.0
midday,4,4.0
middle,3,3.0
middleman,3,3.0
midget,3,3.0
midnight,4,4.0
midpoint,4,4.0
midst,3,3.0
midsummer,3,3.0
midweek,3,3.0
midwife,3,3.0
miff,4,4.0
might,2,2.0
mighty,4,4.0
migraine,3,3.0
migrate,3,3.0
mike,2,2.0
mild,4,4.0
mildew,5,5.0
mile,2,2.0
mileage,3,3.0
Miles,2 (slightly iconic),2.0
milestone,4,4.0
militant,3,3.0
military,3,3.0
milk,4,4.0
milkmaid,4,4.0
milky,5,5.0
mill,4,4.0
millimeter,3,3.0
million,2,2.0
millionaire,3,3.0
millionth,2,2.0
millipede,4,4.0
mime,4,4.0
mimic,5,5.0
mimosa,3,3.0
mince,4,4.0
mind,2,2.0
minded,3,3.0
mindful,4,4.0
mindless,4,4.0
mine,3,3.0
miner,3,3.0
mineral,3,3.0
mingle,4,4.0
mini,4,4.0
miniature,3,3.0
minimal,4,4.0
minimize,3,3.0
minimum,3,3.0
mining,4,4.0
minion,4,4.0
minister,2,2.0
ministry,2,2.0
mink,3,3.0
minnow,4,4.0
minor,3,3.0
minority,2,2.0
mint,3,3.0
minty,5,5.0
minus,3,3.0
minuscule,4,4.0
minute,2,2.0
minutely,2,2.0
minx,3,3.0
miracle,3,3.0
miraculous,4,4.0
mirage,4,4.0
mirror,3,3.0
misadventure,3,3.0
misadvise,3,3.0
misapprehension,2,2.0
misappropriate,2,2.0
misbehave,4,4.0
misbehavior,3,3.0
misbelieve,2,2.0
miscalculate,3,3.0
miscarriage,3,3.0
miscellaneous,2,2.0
mischief,4,4.0
mischievous,4,4.0
misconceive,2,2.0
misconception,2,2.0
misconduct,3,3.0
misconstrue,2,2.0
misdemeanor,2,2.0
misdirect,4,4.0
misdirection,3,3.0
misemploy,3,3.0
miser,3,3.0
miserable,4,4.0
misery,4,4.0
misfire,4,4.0
misfit,4,4.0
misfortune,3,3.0
misgovern,3,3.0
misguide,4,4.0
misguided,3,3.0
mishap,4,4.0
mishmash,6,6.0
misimpression,2,2.0
misinform,3,3.0
misinterpret,2,2.0
misjudge,3,3.0
mislead,3,3.0
misleading,4,4.0
mismanage,3,3.0
mismatch,4,4.0
misperceive,3,3.0
misplace,4,4.0
misread,3,3.0
misrepresent,2,2.0
miss,3,3.0
missile,4,4.0
missing,4,4.0
mission,3,3.0
missionary,3,3.0
missy,4,4.0
mist,5,5.0
mistakable,4,4.0
mistake,3,3.0
mistaken,3,3.0
mister,2,2.0
mistletoe,3,3.0
mistook,3,3.0
mistress,3,3.0
mistrust,4,4.0
mistrustful,3,3.0
misty,5,5.0
misunderstand,3,3.0
misunderstanding,2,2.0
misunderstood,3,3.0
misusage,3,3.0
misuse,3,3.0
mite,3,3.0
mitt,4,4.0
mitten,3,3.0
mix,5,5.0
mixed,4,4.0
mixer,4,4.0
mixture,4,4.0
moan,6,6.0
moat,4,4.0
mob,4,4.0
mobile,3,3.0
mobility,3,3.0
mobster,4,4.0
moccasin,3,3.0
mocha,4,4.0
mock,4,4.0
mockery,4,4.0
mod,2 (slightly iconic),2.0
mode,2,2.0
model,3,3.0
modeling,3,3.0
modem,2,2.0
moderate,3,3.0
modern,2,2.0
modernism,2,2.0
modernist,2,2.0
modest,3,3.0
modesty,3,3.0
modification,2,2.0
modifier,2,2.0
modify,3,3.0
modular,3,3.0
modularity,3,3.0
module,2,2.0
moist,5,5.0
moisten,5,5.0
moisture,4,4.0
moisturizer,3,3.0
molar,3,3.0
molasses,4,4.0
mold,4,4.0
molder,4,4.0
moldy,5,5.0
mole,3,3.0
molecular,3,3.0
molecule,3,3.0
molest,3,3.0
mollusk,3,3.0
molt,4,4.0
mom,5,5.0
moment,3,3.0
momentary,3,3.0
momentous,4,4.0
momentum,4,4.0
momma,6,6.0
mommy,5,5.0
monarch,3,3.0
monarchical,3,3.0
monarchy,2,2.0
monastery,3,3.0
Monday,2,2.0
monetary,2,2.0
money,2,2.0
mongoose,3,3.0
mongrel,3,3.0
monitor,3,3.0
monk,3,3.0
monkey,3,3.0
mono,2,2.0
monogamous,2 (slightly iconic),2.0
monogamy,2,2.0
monogram,2,2.0
monologue,3,3.0
monorail,3,3.0
monotone,5,5.0
monotonous,5,5.0
monotony,5,5.0
monoxide,2,2.0
monsoon,4,4.0
monster,4,4.0
monstrous,5,5.0
montage,3,3.0
month,2,2.0
monthly,3,3.0
monument,3,3.0
monumental,4,4.0
moo,7 (very iconic),7.0
mooch,4,4.0
mood,4,4.0
moody,5,5.0
moon,3,3.0
moonlight,4,4.0
moonshine,4,4.0
moose,3,3.0
moot,2,2.0
mop,5,5.0
mope,5,5.0
moped,4,4.0
moral,2,2.0
morale,2,2.0
moralist,2 (slightly iconic),2.0
morality,2,2.0
moralize,3,3.0
morally,2,2.0
morbid,3,3.0
more,3,3.0
morgue,4,4.0
morn,4,4.0
morning,3,3.0
moron,4,4.0
morphine,3,3.0
morsel,4,4.0
mortal,3,3.0
mortality,2,2.0
mortar,3,3.0
mortgage,2,2.0
mortician,3,3.0
mortify,3,3.0
mortuary,4,4.0
mosaic,3,3.0
mosey,5,5.0
mosque,2,2.0
mosquito,4,4.0
moss,4,4.0
most,2,2.0
motel,3,3.0
moth,4,4.0
mothball,4,4.0
mother,4,4.0
motherhood,3,3.0
motherland,4,4.0
motherless,3,3.0
motherly,4,4.0
motif,2,2.0
motion,4,4.0
motionless,4,4.0
motivate,3,3.0
motivation,3,3.0
motive,3,3.0
motley,3,3.0
motor,4,4.0
motorbike,4,4.0
motorboat,4,4.0
motorcycle,3,3.0
motoring,4,4.0
motorist,3,3.0
mottled,4,4.0
motto,2,2.0
mound,5,5.0
mount,4,4.0
mountain,4,4.0
mountainside,4,4.0
mounted,3,3.0
mounting,4,4.0
mourn,5,5.0
mournful,5,5.0
mourning,3,3.0
mouse,4,4.0
mousse,3,3.0
moustache,3,3.0
mousy,5,5.0
mouth,4,4.0
mouthful,4,4.0
mouthing,4,4.0
mouthpiece,4,4.0
mouthwash,4,4.0
move,4,4.0
moveable,4,4.0
movement,4,4.0
mover,4,4.0
movie,3,3.0
moving,4,4.0
mow,5,5.0
mower,4,4.0
mozzarella,3,3.0
much,2,2.0
muck,5,5.0
mucous,5,5.0
mucus,5,5.0
mud,5,5.0
muddle,5,5.0
muddy,5,5.0
muff,3 (moderately iconic),3.0
muffin,3,3.0
muffle,5,5.0
muffler,4,4.0
mug,4,4.0
mugger,4,4.0
muggy,5,5.0
mulch,5,5.0
mule,4,4.0
mullet,3,3.0
multimedia,2 (slightly iconic),2.0
multiple,3,3.0
multiplex,3,3.0
multiply,3,3.0
multivitamin,2,2.0
mum,4,4.0
mumble,6,6.0
mummy,4,4.0
mump,3,3.0
mumps,4,4.0
munch,6,6.0
munchkin,4,4.0
mundane,2,2.0
municipal,2,2.0
muppet,4,4.0
mural,3,3.0
murder,4,4.0
murderer,4,4.0
murderess,4,4.0
murderous,5,5.0
murk,5,5.0
murky,6,6.0
murmur,6,6.0
muscle,4,4.0
muscular,4,4.0
muse,3,3.0
museum,2,2.0
mush,5,5.0
mushroom,4,4.0
mushy,6,6.0
music,4,4.0
musical,4,4.0
musician,3,3.0
musk,4,4.0
musket,3,3.0
musky,5,5.0
muss,4,4.0
