word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,gpt-4_response,gpt4_rating,sm_human,sm_gpt
design,They liked the floral design.,They liked the product design.,False,Polysemy,floral,product,M1_a_M2_a,N,2.888888889,3.0,0.111111111,9,0.78173596,0.22197926,0.097193956,0.260578653,M1_a,M2_a,3,3,0.03300355975634861,0.09090909090909094
design,They liked the floral design.,They liked the architectural design.,False,Polysemy,floral,architectural,M1_a_M2_b,N,3.75,4.0,0.25,16,0.577350269,0.185480773,0.062090397,0.144337567,M1_a,M2_b,3,3,0.034618074357595785,0.066436128603787
design,They liked the geometric design.,They liked the product design.,False,Polysemy,geometric,product,M1_b_M2_a,N,3.454545455,4.0,0.545454545,11,0.934198733,0.216541827,0.090237439,0.281671516,M1_b,M2_a,3,3,0.02531284801848077,0.061916848035314165
design,They liked the geometric design.,They liked the architectural design.,False,Polysemy,geometric,architectural,M1_b_M2_b,N,3.538461538,4.0,0.461538462,13,0.776250026,0.166111648,0.048311472,0.215293021,M1_b,M2_b,3,3,0.010303839000222692,0.04083369533745618
design,They liked the floral design.,They liked the geometric design.,True,Polysemy,floral,geometric,M1_a_M1_b,N,3.9,4.0,0.1,20,0.307793506,0.151654482,0.039994121,0.06882472,M1_a,M1_b,4,4,0.027701878958657944,0.061916848035314165
design,They liked the product design.,They liked the architectural design.,True,Polysemy,product,architectural,M2_a_M2_b,N,3.5,4.0,0.5,8,0.9258201,0.144426942,0.093203187,0.327326835,M2_a,M2_b,3,3,0.029723607267228558,0.066436128603787
dinner,They liked the turkey dinner.,They liked the formal dinner.,False,Polysemy,turkey,formal,M1_a_M2_a,N,3.75,4.0,0.25,12,0.621581561,0.122385681,0.069369137,0.179435141,M1_a,M2_a,3,3,0.008397987551912678,0.03301244316954366
dinner,They liked the turkey dinner.,They liked the anniversary dinner.,False,Polysemy,turkey,anniversary,M1_a_M2_b,N,3.733333333,4.0,0.266666667,15,0.59361684,0.089506567,0.039854407,0.153271209,M1_a,M2_b,4 (same meaning),4,0.004960975001279788,0.014975040786188942
dinner,They liked the light dinner.,They liked the formal dinner.,False,Polysemy,light,formal,M1_b_M2_a,N,3.454545455,4.0,0.545454545,11,1.035725481,0.075368047,0.057322264,0.312282982,M1_b,M2_a,3,3,0.01289405748854433,0.005553394780337451
dinner,They liked the light dinner.,They liked the anniversary dinner.,False,Polysemy,light,anniversary,M1_b_M2_b,N,3.846153846,4.0,0.153846154,13,0.554700196,0.128708661,0.041846991,0.153846154,M1_b,M2_b,3,3,0.00983233003813222,0.015664174031998823
dinner,They liked the turkey dinner.,They liked the light dinner.,True,Polysemy,turkey,light,M1_a_M1_b,N,3.846153846,4.0,0.153846154,13,0.375533808,0.095041096,0.03463757,0.104154339,M1_a,M1_b,3,3,0.006548449337316575,0.025560940244567787
dinner,They liked the formal dinner.,They liked the anniversary dinner.,True,Polysemy,formal,anniversary,M2_a_M2_b,N,3.923076923,4.0,0.076923077,13,0.277350098,0.063754916,0.054771185,0.076923077,M2_a,M2_b,4,4,0.009866854842897732,0.018614609875092336
drain,They drained the account.,They drained the pool.,False,Polysemy,account,pool,M1_a_M2_a,V,1.615384615,1.0,0.615384615,13,1.32529629,0.279023349,0.171304047,0.367571056,M1_a,M2_a,3,3,0.0832495685932998,0.14719713457755834
drain,They drained the account.,They drained the pond.,False,Polysemy,account,pond,M1_a_M2_b,V,2.333333333,2.0,0.333333333,12,1.07308674,0.312390685,0.194308102,0.309773459,M1_a,M2_b,2,2,0.06718615529651784,0.21553545944726393
drain,They drained the budget.,They drained the pool.,False,Polysemy,budget,pool,M1_b_M2_a,V,1.7,2.0,0.3,10,1.059349905,0.36032635,0.151669145,0.334995854,M1_b,M2_a,2,2,0.2886163759111774,0.14188366967896693
drain,They drained the budget.,They drained the pond.,False,Polysemy,budget,pond,M1_b_M2_b,V,1.9375,2.0,0.0625,16,1.181453907,0.365361273,0.174552143,0.295363477,M1_b,M2_b,2,2,0.26867410967222227,0.21064778262367356
drain,They drained the account.,They drained the budget.,True,Polysemy,account,budget,M1_a_M1_b,V,3.8,4.0,0.2,10,0.421637021,0.163004339,0.135794103,0.133333333,M1_a,M1_b,3,3,0.10126692497328016,0.10557280900008414
drain,They drained the pool.,They drained the pond.,True,Polysemy,pool,pond,M2_a_M2_b,V,3.75,4.0,0.25,16,0.577350269,0.119492829,0.047318161,0.144337567,M2_a,M2_b,4,4,0.013000549393947125,0.038321688491845585
draw,He drew a gun.,He drew a tree.,False,Polysemy,gun,tree,M1_a_M2_a,V,0.363636364,0.0,0.363636364,11,1.206045378,0.326175928,0.077704012,0.363636364,M1_a,M2_a,2,2,0.046241638862330126,0.06872814534784355
draw,He drew a gun.,They drew a picture.,False,Polysemy,gun,picture,M1_a_M2_b,V,0.461538462,0.0,0.461538462,13,0.967417922,0.411751091,0.143300056,0.268313456,M1_a,M2_b,2,2,0.0475075532334126,0.043252159521618094
draw,He drew a sword.,He drew a tree.,False,Polysemy,sword,tree,M1_b_M2_a,V,0.6,0.0,0.6,10,1.264911064,0.268451571,0.068489969,0.4,M1_b,M2_a,2,2,0.057696469291761976,0.055344233397944476
draw,He drew a sword.,They drew a picture.,False,Polysemy,sword,picture,M1_b_M2_b,V,0.473684211,0.0,0.473684211,19,1.020262551,0.384750426,0.15406543,0.234064282,M1_b,M2_b,2,2,0.08809669537592946,0.0448905599078232
draw,He drew a gun.,He drew a sword.,True,Polysemy,gun,sword,M1_a_M1_b,V,3.0625,3.5,0.4375,16,1.340087062,0.12595737,0.049517512,0.335021765,M1_a,M1_b,3,3,0.03604811916507911,0.02389663571024525
draw,He drew a tree.,They drew a picture.,True,Polysemy,tree,picture,M2_a_M2_b,V,4.0,4.0,0.0,8,0.0,0.222712755,0.100153685,0.0,M2_a,M2_b,3,3,0.012856437487593686,0.01681766769210502
dream,He had a recurring dream.,He had a childhood dream.,False,Polysemy,recurring,childhood,M1_a_M2_a,N,2.5,2.5,0.0,12,1.566698904,0.103289008,0.066080987,0.452267017,M1_a,M2_a,3,3,0.01655327887852398,0.054593683409997595
dream,He had a recurring dream.,He had a career dream.,False,Polysemy,recurring,career,M1_a_M2_b,N,1.764705882,2.0,0.235294118,17,1.251469724,0.399492979,0.081509531,0.303525992,M1_a,M2_b,2,2,0.022536811315242544,0.11247968603963343
dream,He had a bad dream.,He had a childhood dream.,False,Polysemy,bad,childhood,M1_b_M2_a,N,1.888888889,2.0,0.111111111,9,1.054092553,0.217616677,0.090056121,0.351364184,M1_b,M2_a,2,2,0.006912510680696093,0.07152330911474059
dream,He had a bad dream.,He had a career dream.,False,Polysemy,bad,career,M1_b_M2_b,N,1.777777778,2.0,0.222222222,9,0.666666667,0.470203102,0.074092865,0.222222222,M1_b,M2_b,2,2,0.017096927545310003,0.019419324309079777
dream,He had a recurring dream.,He had a bad dream.,True,Polysemy,recurring,bad,M1_a_M1_b,N,4.0,4.0,0.0,11,0.0,0.11092937,0.069384634,0.0,M1_a,M1_b,4,4,0.012416897062431764,0.20804040507106691
dream,He had a childhood dream.,He had a career dream.,True,Polysemy,childhood,career,M2_a_M2_b,N,3.421052632,4.0,0.578947368,19,0.692482609,0.354789078,0.057070136,0.158866406,M2_a,M2_b,3,3,0.017178417339230312,0.016717995015539833
drill,It was a grueling drill.,It was an electric drill.,False,Homonymy,grueling,electric,M1_a_M2_a,N,0.4,0.0,0.4,10,0.699205899,0.255461097,0.114933491,0.221108319,M1_a,M2_a,2,2,0.11440113337815494,0.06049821444998582
drill,It was a grueling drill.,It was a battery-powered drill.,False,Homonymy,grueling,battery-powered,M1_a_M2_b,N,0.636363636,0.0,0.636363636,11,0.809039835,0.634080291,0.163684726,0.243934688,M1_a,M2_b,2,2,0.10442015704306995,0.030191705238695077
drill,It was a challenging drill.,It was an electric drill.,False,Homonymy,challenging,electric,M1_b_M2_a,N,0.230769231,0.0,0.230769231,13,0.43852901,0.254882514,0.127792597,0.121626064,M1_b,M2_a,2,2,0.18834634005712836,0.027349768891268278
drill,It was a challenging drill.,It was a battery-powered drill.,False,Homonymy,challenging,battery-powered,M1_b_M2_b,N,0.153846154,0.0,0.153846154,13,0.375533808,0.656190097,0.18358022,0.104154339,M1_b,M2_b,2,2,0.1794385848880672,0.012832601262779852
drill,It was a grueling drill.,It was a challenging drill.,True,Homonymy,grueling,challenging,M1_a_M1_b,N,2.888888889,3.5,0.611111111,18,1.278274981,0.147376478,0.046640277,0.301292303,M1_a,M1_b,4 (same meaning),4,0.02262521117323757,0.027678069455245424
drill,It was an electric drill.,It was a battery-powered drill.,True,Homonymy,electric,battery-powered,M2_a_M2_b,N,4.0,4.0,0.0,12,0.0,0.561830163,0.086390257,0.0,M2_a,M2_b,4,4,0.011228714342180757,0.01538461538461533
examination,It was a multiple-choice examination.,It was a prostate examination.,False,Polysemy,multiple-choice,prostate,M1_a_M2_a,N,2.0,2.0,0.0,13,1.224744871,0.602444679,0.081607401,0.33968311,M1_a,M2_a,2,2,0.021641546877733897,0.22388599988373448
examination,It was a multiple-choice examination.,It was a physical examination.,False,Polysemy,multiple-choice,physical,M1_a_M2_b,N,3.125,3.5,0.375,8,0.991031209,0.57866478,0.046395063,0.350382444,M1_a,M2_b,2,2,0.09248878596476506,0.14946825143375808
examination,It was a difficult examination.,It was a prostate examination.,False,Polysemy,difficult,prostate,M1_b_M2_a,N,1.764705882,2.0,0.235294118,17,1.251469724,0.354614735,0.158068538,0.303525992,M1_b,M2_a,3,3,0.039651964580938115,0.22388599988373448
examination,It was a difficult examination.,It was a physical examination.,False,Polysemy,difficult,physical,M1_b_M2_b,N,2.625,2.5,0.125,8,1.302470181,0.239612997,0.069825172,0.460492749,M1_b,M2_b,2,2,0.13571650458850226,0.14946825143375808
examination,It was a multiple-choice examination.,It was a difficult examination.,True,Polysemy,multiple-choice,difficult,M1_a_M1_b,N,3.526315789,4.0,0.473684211,19,0.841191024,0.610408217,0.079852462,0.192982456,M1_a,M1_b,4 (same meaning),4,0.024994661038077015,0.0
examination,It was a prostate examination.,It was a physical examination.,True,Polysemy,prostate,physical,M2_a_M2_b,N,4.0,4.0,0.0,12,0.0,0.137051105,0.090358555,0.0,M2_a,M2_b,3,3,0.04073375656546274,0.09234930329226188
fan,They had an electric fan.,They had a zealous fan.,False,Homonymy,electric,zealous,M1_a_M2_a,N,0.266666667,0.0,0.266666667,15,0.59361684,0.402846813,0.177222013,0.153271209,M1_a,M2_a,2,2,0.0738125023831081,0.05835276913848331
fan,They had an electric fan.,They had an enthusiastic fan.,False,Homonymy,electric,enthusiastic,M1_a_M2_b,N,0.0,0.0,0.0,12,0.0,0.426824152,0.194414139,0.0,M1_a,M2_b,2,2,0.034995785989114125,0.041685152500090084
fan,They had a ceiling fan.,They had a zealous fan.,False,Homonymy,ceiling,zealous,M1_b_M2_a,N,0.2,0.0,0.2,15,0.560611911,0.475281417,0.176194489,0.144749373,M1_b,M2_a,2,2,0.06301435951686041,0.14230997212976426
fan,They had a ceiling fan.,They had an enthusiastic fan.,False,Homonymy,ceiling,enthusiastic,M1_b_M2_b,N,0.071428571,0.0,0.071428571,14,0.267261242,0.498543441,0.21644938,0.071428571,M1_b,M2_b,2,2,0.039363064957988914,0.12712843905603055
fan,They had an electric fan.,They had a ceiling fan.,True,Homonymy,electric,ceiling,M1_a_M1_b,N,3.9,4.0,0.1,10,0.316227766,0.076492667,0.080676556,0.1,M1_a,M1_b,3,3,0.030062511084464782,0.05662992948308465
fan,They had a zealous fan.,They had an enthusiastic fan.,True,Homonymy,zealous,enthusiastic,M2_a_M2_b,N,3.272727273,4.0,0.727272727,11,1.61807967,0.106026471,0.060933888,0.487869377,M2_a,M2_b,4,4,0.04741131607740934,0.017392631118965052
file,She had a text file.,She had a nail file.,False,Homonymy,text,nail,M1_a_M2_a,N,0.214285714,0.0,0.214285714,14,0.578934224,0.278784513,0.078388691,0.15472668,M1_a,M2_a,2,2,0.19713889056793232,0.06458565330651467
file,She had a text file.,She had a steel file.,False,Homonymy,text,steel,M1_a_M2_b,N,0.384615385,0.0,0.384615385,13,0.650443636,0.317461908,0.099503279,0.180400606,M1_a,M2_b,2,2,0.08088999619168424,0.0963038858849361
file,She had a data file.,She had a nail file.,False,Homonymy,data,nail,M1_b_M2_a,N,0.083333333,0.0,0.083333333,12,0.288675135,0.318774164,0.097823262,0.083333333,M1_b,M2_a,2,2,0.12460757436966763,0.031335100093077384
file,She had a data file.,She had a steel file.,False,Homonymy,data,steel,M1_b_M2_b,N,0.25,0.0,0.25,12,0.621581561,0.301388562,0.105181456,0.179435141,M1_b,M2_b,2,2,0.04249906069712772,0.06418079964259349
file,She had a text file.,She had a data file.,True,Homonymy,text,data,M1_a_M1_b,N,3.6,4.0,0.4,10,0.516397779,0.118700325,0.054543734,0.163299316,M1_a,M1_b,3,3,0.05207134139170788,0.04059677639975301
file,She had a nail file.,She had a steel file.,True,Homonymy,nail,steel,M2_a_M2_b,N,1.8125,2.0,0.1875,16,1.327591805,0.126254261,0.066116333,0.331897951,M2_a,M2_b,3,3,0.034786499888093236,0.033908216920704004
film,It was an action film.,It was a transparent film.,False,Polysemy,action,transparent,M1_a_M2_a,N,1.222222222,2.0,0.777777778,9,1.201850425,0.494718134,0.061695457,0.400616808,M1_a,M2_a,2,2,0.07872370816731633,0.21088486093428516
film,It was an action film.,It was a plastic film.,False,Polysemy,action,plastic,M1_a_M2_b,N,0.388888889,0.0,0.388888889,18,0.697802339,0.486100733,0.123729765,0.164473589,M1_a,M2_b,1,1,0.11037881012162243,0.31508250926701464
film,It was a censored film.,It was a transparent film.,False,Polysemy,censored,transparent,M1_b_M2_a,N,1.444444444,2.0,0.555555556,9,1.509230856,0.440122902,0.045653105,0.503076952,M1_b,M2_a,2,2,0.07712652555592336,0.16666666666666663
film,It was a censored film.,It was a plastic film.,False,Polysemy,censored,plastic,M1_b_M2_b,N,0.066666667,0.0,0.066666667,15,0.25819889,0.447441041,0.128340244,0.066666667,M1_b,M2_b,1,1,0.1648340190545804,0.2799177001769044
film,It was an action film.,It was a censored film.,True,Polysemy,action,censored,M1_a_M1_b,N,3.8,4.0,0.2,10,0.421637021,0.148115993,0.059191465,0.133333333,M1_a,M1_b,3,3,0.02523699574662419,0.041005907385415874
film,It was a transparent film.,It was a plastic film.,True,Polysemy,transparent,plastic,M2_a_M2_b,N,3.4375,4.0,0.5625,16,0.81394103,0.065887511,0.102606654,0.203485257,M2_a,M2_b,3,3,0.06429822347303227,0.07417990022744858
fix,They fixed the radio.,They fixed the date.,False,Polysemy,radio,date,M1_a_M2_a,V,1.833333333,2.0,0.166666667,12,1.466804401,0.243120611,0.162263095,0.423429958,M1_a,M2_a,2,2,0.060224027233568345,0.07926311562074895
fix,They fixed the radio.,They fixed the price.,False,Polysemy,radio,price,M1_a_M2_b,V,1.333333333,1.0,0.333333333,9,0.707106781,0.29379493,0.188381612,0.23570226,M1_a,M2_b,2,2,0.06255705112112209,0.09861218113400272
fix,They fixed the dishwasher.,They fixed the date.,False,Polysemy,dishwasher,date,M1_b_M2_a,V,0.833333333,0.5,0.333333333,12,1.193416283,0.345567882,0.155044973,0.344509606,M1_b,M2_a,2,2,0.10012271792758531,0.05327073759374246
fix,They fixed the dishwasher.,They fixed the price.,False,Polysemy,dishwasher,price,M1_b_M2_b,V,0.7,0.5,0.2,10,0.823272602,0.354539871,0.171358287,0.260341656,M1_b,M2_b,2,2,0.08541763588552598,0.06830500937508754
fix,They fixed the radio.,They fixed the dishwasher.,True,Polysemy,radio,dishwasher,M1_a_M1_b,V,3.904761905,4.0,0.095238095,21,0.300792604,0.153936148,0.145602703,0.065638327,M1_a,M1_b,4,4,0.03265489022404233,0.007722123286332483
fix,They fixed the date.,They fixed the price.,True,Polysemy,date,price,M2_a_M2_b,V,2.615384615,3.0,0.384615385,13,1.386750491,0.17143929,0.102191091,0.384615385,M2_a,M2_b,3,3,0.08625885365753783,0.06180581256685802
foundation,It was a charitable foundation.,It was a wooden foundation.,False,Polysemy,charitable,wooden,M1_a_M2_a,N,0.583333333,0.0,0.583333333,12,0.792961461,0.405302763,0.151539564,0.228908257,M1_a,M2_a,2,2,0.18566090715833283,0.10778218378080606
foundation,It was a charitable foundation.,It was a concrete foundation.,False,Polysemy,charitable,concrete,M1_a_M2_b,N,1.0,0.0,1.0,16,1.460593487,0.387109995,0.119116426,0.365148372,M1_a,M2_b,2,2,0.18053426924277838,0.11099911099866666
foundation,It was an educational foundation.,It was a wooden foundation.,False,Polysemy,educational,wooden,M1_b_M2_a,N,0.75,0.5,0.25,8,1.035098339,0.37853992,0.115469217,0.365962527,M1_b,M2_a,2,2,0.14618334258843013,0.10778218378080606
foundation,It was an educational foundation.,It was a concrete foundation.,False,Polysemy,educational,concrete,M1_b_M2_b,N,1.555555556,1.0,0.555555556,9,1.509230856,0.369950593,0.081631422,0.503076952,M1_b,M2_b,2,2,0.069440550421217,0.11099911099866666
foundation,It was a charitable foundation.,It was an educational foundation.,True,Polysemy,charitable,educational,M1_a_M1_b,N,3.066666667,4.0,0.933333333,15,1.334523279,0.13188982,0.057687521,0.344572429,M1_a,M1_b,3,3,0.07462843207735381,0.0
foundation,It was a wooden foundation.,It was a concrete foundation.,True,Polysemy,wooden,concrete,M2_a_M2_b,N,3.764705882,4.0,0.235294118,17,0.562295715,0.068252504,0.048521876,0.136376743,M2_a,M2_b,4,4,0.07829600107438395,0.01109722788360512
function,It was a mathematical function.,It was a social function.,False,Polysemy,mathematical,social,M1_a_M2_a,N,0.933333333,0.0,0.933333333,15,1.279880947,0.305757463,0.082315564,0.330463839,M1_a,M2_a,2,2,0.11082946442116715,0.14798713276974163
function,It was a mathematical function.,It was a business function.,False,Polysemy,mathematical,business,M1_a_M2_b,N,0.266666667,0.0,0.266666667,15,0.59361684,0.270422041,0.082114339,0.153271209,M1_a,M2_b,2,2,0.09281878717930647,0.20874343192505562
function,It was a linear function.,It was a social function.,False,Polysemy,linear,social,M1_b_M2_a,N,0.2,0.0,0.2,10,0.421637021,0.477748871,0.093588471,0.133333333,M1_b,M2_a,1,1,0.11710839643552107,0.1339745962155614
function,It was a linear function.,It was a business function.,False,Polysemy,linear,business,M1_b_M2_b,N,0.5,0.0,0.5,12,0.674199862,0.463516176,0.093616426,0.194624736,M1_b,M2_b,2,2,0.0509184614644157,0.16594234377170103
function,It was a mathematical function.,It was a linear function.,True,Polysemy,mathematical,linear,M1_a_M1_b,N,3.75,4.0,0.25,12,0.621581561,0.164885163,0.041750014,0.179435141,M1_a,M1_b,4,4,0.05747874695194044,0.05131670194948623
function,It was a social function.,It was a business function.,True,Polysemy,social,business,M2_a_M2_b,N,3.384615385,4.0,0.615384615,13,0.960768923,0.084936082,0.051722288,0.266469355,M2_a,M2_b,3,3,0.027352244175475993,0.036913175313846414
ground,He was on the firm ground.,He was on the camp ground.,False,Polysemy,firm,camp,M1_a_M2_a,N,2.285714286,2.0,0.285714286,14,1.204387583,0.308426082,0.066148043,0.321886121,M1_a,M2_a,3,3,0.07253308584147189,0.020389267000092026
ground,He was on the firm ground.,He was on the parade ground.,False,Polysemy,firm,parade,M1_a_M2_b,N,1.846153846,2.0,0.153846154,13,1.344504484,0.33117944,0.072730541,0.372898451,M1_a,M2_b,3,3,0.07881431308453346,0.031037209750091166
ground,He was on the frozen ground.,He was on the camp ground.,False,Polysemy,frozen,camp,M1_b_M2_a,N,2.923076923,3.0,0.076923077,13,1.037749043,0.238362193,0.047380745,0.287819799,M1_b,M2_a,3,3,0.03370042176158283,0.04549556459848425
ground,He was on the frozen ground.,He was on the parade ground.,False,Polysemy,frozen,parade,M1_b_M2_b,N,3.5,4.0,0.5,10,0.707106781,0.350116193,0.06280309,0.223606798,M1_b,M2_b,2,2,0.04706127219596801,0.042313883147146014
ground,He was on the firm ground.,He was on the frozen ground.,True,Polysemy,firm,frozen,M1_a_M1_b,N,3.615384615,4.0,0.384615385,13,0.767947648,0.268796027,0.078346133,0.212990355,M1_a,M1_b,4,4,0.02790970448829544,0.02389663571024525
ground,He was on the camp ground.,He was on the parade ground.,True,Polysemy,camp,parade,M2_a_M2_b,N,3.285714286,4.0,0.714285714,14,1.437335753,0.222591102,0.027148664,0.384144138,M2_a,M2_b,3,3,0.03645598290607743,0.07142857142857151
guard,They liked the night guard.,They liked the coast guard.,False,Polysemy,night,coast,M1_a_M2_a,N,2.647058824,3.0,0.352941176,17,1.538716042,0.296960831,0.084294081,0.373193457,M1_a,M2_a,2,2,0.0038999020233118076,0.011630634231416193
guard,They liked the night guard.,They liked the national guard.,False,Polysemy,night,national,M1_a_M2_b,N,1.777777778,2.0,0.222222222,9,1.6414763,0.255502522,0.068060756,0.547158767,M1_a,M2_b,3,3,0.006855879032861889,0.024983131050112628
guard,They liked the security guard.,They liked the coast guard.,False,Polysemy,security,coast,M1_b_M2_a,N,3.615384615,4.0,0.384615385,13,0.767947648,0.323509276,0.08933562,0.212990355,M1_b,M2_a,3,3,0.023160705852062646,0.030237724247146103
guard,They liked the security guard.,They liked the national guard.,False,Polysemy,security,national,M1_b_M2_b,N,3.454545455,4.0,0.545454545,11,0.820199532,0.289503992,0.079711378,0.247299464,M1_b,M2_b,3,3,0.03349978694574696,0.04802836176701153
guard,They liked the night guard.,They liked the security guard.,True,Polysemy,night,security,M1_a_M1_b,N,3.454545455,4.0,0.545454545,11,1.213559752,0.201911449,0.04474318,0.365902033,M1_a,M1_b,3,3,0.022485526400418898,0.03603962699395524
guard,They liked the coast guard.,They liked the national guard.,True,Polysemy,coast,national,M2_a_M2_b,N,3.8125,4.0,0.1875,16,0.543905629,0.165234149,0.077930093,0.135976407,M2_a,M2_b,3,3,0.008790762919587025,0.0460409449101713
guide,He had an assembly guide.,He had a talkative guide.,False,Polysemy,assembly,talkative,M1_a_M2_a,N,2.333333333,2.5,0.166666667,12,1.435481125,0.165287137,0.071446717,0.414387707,M1_a,M2_a,2,2,0.08970947690195019,0.08757448238047827
guide,He had an assembly guide.,He had a friendly guide.,False,Polysemy,assembly,friendly,M1_a_M2_b,N,2.25,2.0,0.25,12,1.288057029,0.215485573,0.077599823,0.371830036,M1_a,M2_b,2,2,0.052122859698811363,0.06066356337227574
guide,He had a TV guide.,He had a talkative guide.,False,Polysemy,TV,talkative,M1_b_M2_a,N,1.1875,1.0,0.1875,16,0.910585892,0.275434554,0.073995888,0.227646473,M1_b,M2_a,2,2,0.13044954798207853,0.06295742866836362
guide,He had a TV guide.,He had a friendly guide.,False,Polysemy,TV,friendly,M1_b_M2_b,N,1.0,0.5,0.5,10,1.154700538,0.31368345,0.076377749,0.365148372,M1_b,M2_b,2,2,0.08361149999266848,0.05675778171620138
guide,He had an assembly guide.,He had a TV guide.,True,Polysemy,assembly,TV,M1_a_M1_b,N,2.272727273,2.0,0.272727273,11,1.272077756,0.24040103,0.065190911,0.383545875,M1_a,M1_b,2,2,0.06012615547431044,0.0414855243659592
guide,He had a talkative guide.,He had a friendly guide.,True,Polysemy,talkative,friendly,M2_a_M2_b,N,3.875,4.0,0.125,16,0.341565026,0.087630928,0.029138327,0.085391256,M2_a,M2_b,4,4,0.02187182701466739,0.035791148789955596
hail,They hailed a cab.,They hailed a friend.,False,Polysemy,cab,friend,M1_a_M2_a,V,2.4,2.0,0.4,15,1.183215957,0.281277299,0.097313643,0.305505046,M1_a,M2_a,3,3,0.024305969134909455,0.008882991181128008
hail,They hailed a cab.,They hailed a guest.,False,Polysemy,cab,guest,M1_a_M2_b,V,1.727272727,2.0,0.272727273,11,1.190874392,0.294083297,0.092353225,0.359062139,M1_a,M2_b,3,3,0.021274192213638243,0.034965017728992964
hail,They hailed a taxi.,They hailed a friend.,False,Polysemy,taxi,friend,M1_b_M2_a,V,2.692307692,3.0,0.307692308,13,1.250640861,0.277096033,0.095104337,0.346865366,M1_b,M2_a,3,3,0.03373738171192342,0.027402474840725444
hail,They hailed a taxi.,They hailed a guest.,False,Polysemy,taxi,guest,M1_b_M2_b,V,2.1,2.0,0.1,10,1.370320319,0.294228375,0.096482575,0.433333333,M1_b,M2_b,3,3,0.02171468526719955,0.05519097555956187
hail,They hailed a cab.,They hailed a taxi.,True,Polysemy,cab,taxi,M1_a_M1_b,V,4.0,4.0,0.0,9,0.0,0.028505385,0.029815912,0.0,M1_a,M1_b,4,4,0.04198749819674086,0.010674735607910102
hail,They hailed a friend.,They hailed a guest.,True,Polysemy,friend,guest,M2_a_M2_b,V,3.315789474,4.0,0.684210526,19,1.108183277,0.11702776,0.048453987,0.25423468,M2_a,M2_b,4,4,0.009264625329239773,0.05714285714285705
home,It was a summer home.,It was a funeral home.,False,Polysemy,summer,funeral,M1_a_M2_a,N,2.153846154,2.0,0.153846154,13,0.800640769,0.321417093,0.11115998,0.222057796,M1_a,M2_a,2,2,0.008967126282591997,0.0
home,It was a summer home.,It was a nursing home.,False,Polysemy,summer,nursing,M1_a_M2_b,N,3.421052632,4.0,0.578947368,19,1.017392608,0.294550896,0.111939251,0.233405872,M1_a,M2_b,2,2,0.019117730192440563,0.0
home,It was a childhood home.,It was a funeral home.,False,Polysemy,childhood,funeral,M1_b_M2_a,N,2.076923077,2.0,0.076923077,13,1.441153384,0.324015737,0.089763939,0.399704033,M1_b,M2_a,2,2,0.016691370232679192,0.01618028350317091
home,It was a childhood home.,It was a nursing home.,False,Polysemy,childhood,nursing,M1_b_M2_b,N,3.5,4.0,0.5,8,0.755928946,0.328268707,0.094116032,0.267261242,M1_b,M2_b,2,2,0.034342014377840235,0.01618028350317091
home,It was a summer home.,It was a childhood home.,True,Polysemy,summer,childhood,M1_a_M1_b,N,3.818181818,4.0,0.181818182,11,0.404519917,0.097551465,0.053443015,0.121967344,M1_a,M1_b,3,3,0.011647637064486127,0.01618028350317091
home,It was a funeral home.,It was a nursing home.,True,Polysemy,funeral,nursing,M2_a_M2_b,N,2.846153846,3.0,0.153846154,13,1.14354375,0.190919042,0.052004874,0.317161971,M2_a,M2_b,3,3,0.018026009462268844,0.0
intelligence,They had natural intelligence.,They had classified intelligence.,False,Polysemy,natural,classified,M1_a_M2_a,N,1.8,1.0,0.8,15,1.473576795,0.364275575,0.15520227,0.380475892,M1_a,M2_a,2,2,0.0661317759865363,0.17113753432008572
intelligence,They had natural intelligence.,They had military intelligence.,False,Polysemy,natural,military,M1_a_M2_b,N,3.333333333,4.0,0.666666667,9,0.866025404,0.334796607,0.092460513,0.288675135,M1_a,M2_b,2,2,0.050783522817163584,0.023267196905358833
intelligence,They had innate intelligence.,They had classified intelligence.,False,Polysemy,innate,classified,M1_b_M2_a,N,2.333333333,2.0,0.333333333,9,1.118033989,0.356527925,0.215245664,0.372677996,M1_b,M2_a,2,2,0.041425932914418206,0.17113753432008572
intelligence,They had innate intelligence.,They had military intelligence.,False,Polysemy,innate,military,M1_b_M2_b,N,3.3125,3.5,0.1875,16,0.793200269,0.343083978,0.154103637,0.198300067,M1_b,M2_b,2,2,0.009355320499835007,0.023267196905358833
intelligence,They had natural intelligence.,They had innate intelligence.,True,Polysemy,natural,innate,M1_a_M1_b,N,3.545454545,4.0,0.454545455,11,0.934198733,0.052037835,0.049465179,0.281671516,M1_a,M1_b,4,4,0.04179712173441685,0.0
intelligence,They had classified intelligence.,They had military intelligence.,True,Polysemy,classified,military,M2_a_M2_b,N,3.588235294,4.0,0.411764706,17,0.71228712,0.075024784,0.121954203,0.172755002,M2_a,M2_b,3,3,0.044195767208918046,0.13429469432436492
issue,It was a sensitive issue.,It was a weekly issue.,False,Polysemy,sensitive,weekly,M1_a_M2_a,N,0.8,0.0,0.8,10,1.316561177,0.488652408,0.088909268,0.4163332,M1_a,M2_a,2,2,0.07604670998923913,0.10557280900008414
